,Talotyyppi,m2,Vh,em2,Rv,Krs,Hissi,Kunto,Tontti,postcode,X,Y,PA,Asukkaat,vaestontiheys
17456,ok,12800,104000,813,1946,-1/2,ei,tyyd.,oma,40630,430072,6901709,12324639,3780,0.00030670269530815465
17457,rt,16200,172000,1062,1972,1/1,ei,tyyd.,oma,40630,430072,6901709,12324639,3780,0.00030670269530815465
17458,ok,14000,100000,714,1940,,ei,tyyd.,oma,40630,430072,6901709,12324639,3780,0.00030670269530815465
17459,rt,13000,189000,1454,1981,1/3,ei,tyyd.,oma,40630,430072,6901709,12324639,3780,0.00030670269530815465
17460,rt,11900,126000,1059,1968,1/1,ei,huono,oma,40630,430072,6901709,12324639,3780,0.00030670269530815465
17461,ok,11500,158000,1374,1972,-1/1,ei,tyyd.,oma,40630,430072,6901709,12324639,3780,0.00030670269530815465
17462,ok,12600,199000,1579,1956,,ei,tyyd.,oma,40630,430072,6901709,12324639,3780,0.00030670269530815465
17463,ok,10000,190000,1900,1949,-1/3,ei,tyyd.,oma,40630,430072,6901709,12324639,3780,0.00030670269530815465
17464,ok,16200,172000,1062,1972,,ei,tyyd.,oma,40630,430072,6901709,12324639,3780,0.00030670269530815465
17465,kt,4000,39000,975,1977,3/5,on,tyyd.,vuokra,40640,430815,6900052,7580303,6408,0.0008453487941049322
17466,kt,3700,25000,676,1979,3/5,on,tyyd.,vuokra,40640,430815,6900052,7580303,6408,0.0008453487941049322
17467,kt,4300,38000,884,1977,3/3,ei,tyyd.,vuokra,40640,430815,6900052,7580303,6408,0.0008453487941049322
17468,kt,3100,105000,3387,1955,2/6,on,hyvä,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17469,kt,3000,41000,1367,1974,5/5,on,,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17470,kt,3800,32000,842,1975,3/5,on,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17471,kt,3350,42000,1254,1976,4/5,on,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17472,kt,3700,44000,1189,1980,1/4,ei,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17473,kt,3500,20000,571,1979,3/5,on,tyyd.,vuokra,40640,430815,6900052,7580303,6408,0.0008453487941049322
17474,rt,3700,56000,1514,1984,1/1,ei,hyvä,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17475,kt,3200,55000,1719,1984,3/5,on,hyvä,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17476,kt,3800,46000,1211,1975,2/5,on,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17477,rt,5800,60000,1034,1976,1/1,ei,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17478,kt,5100,100000,1961,2003,2/2,ei,tyyd.,vuokra,40640,430815,6900052,7580303,6408,0.0008453487941049322
17479,kt,4300,39000,907,1977,1/5,on,hyvä,vuokra,40640,430815,6900052,7580303,6408,0.0008453487941049322
17480,kt,5800,46341,799,1974,3/8,on,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17481,kt,5300,36000,679,1975,1/2,ei,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17482,kt,5900,44000,746,1979,1/6,on,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17483,rt,6000,92000,1533,1977,1/1,ei,,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17484,kt,5800,45000,776,1973,3/5,on,hyvä,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17485,kt,5800,68000,1172,1975,4/5,on,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17486,kt,6100,31000,508,1976,2/2,ei,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17487,kt,5800,45000,776,1973,2/7,on,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17488,rt,7600,147000,1934,2015,1/2,ei,hyvä,vuokra,40640,430815,6900052,7580303,6408,0.0008453487941049322
17489,kt,6300,46606,740,1977,3/3,ei,tyyd.,vuokra,40640,430815,6900052,7580303,6408,0.0008453487941049322
17490,rt,8000,125000,1563,1977,1/1,ei,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17491,kt,8000,110000,1375,2004,2/2,ei,hyvä,vuokra,40640,430815,6900052,7580303,6408,0.0008453487941049322
17492,kt,6700,70000,1045,1977,3/5,on,hyvä,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17493,kt,7900,59500,753,1978,3/5,ei,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17494,rt,7700,125000,1623,1972,1/1,ei,hyvä,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17495,ok,8000,163000,2038,1998,,ei,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17496,ok,18500,200000,1081,1980,-1/2,ei,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17497,ok,18700,185000,989,1979,-1/3,ei,hyvä,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17498,rt,9100,97500,1071,1976,1/2,ei,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17499,ok,13400,170000,1269,1957,,ei,tyyd.,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17500,ok,12800,238500,1863,1999,,ei,hyvä,vuokra,40640,430815,6900052,7580303,6408,0.0008453487941049322
17501,ok,11100,274000,2468,1998,-1/2,ei,hyvä,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17502,ok,16650,285000,1712,2000,2/2,ei,hyvä,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17503,ok,10150,221000,2177,2007,1/1,ei,hyvä,vuokra,40640,430815,6900052,7580303,6408,0.0008453487941049322
17504,ok,16000,316000,1975,2014,,ei,hyvä,oma,40640,430815,6900052,7580303,6408,0.0008453487941049322
17505,kt,3300,90500,2742,1962,1/6,on,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17506,kt,3000,96000,3200,1963,2/5,on,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17507,kt,3050,82000,2689,1940,2/3,ei,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17508,kt,2500,85000,3400,1967,5/6,on,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17509,kt,2500,67000,2680,1970,3/3,ei,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17510,kt,3800,112000,2947,1966,3/5,on,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17511,kt,4300,130000,3023,2011,1/4,on,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17512,kt,3300,77762,2356,1960,6/6,on,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17513,kt,4400,107000,2432,1955,1/3,ei,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17514,kt,4800,116000,2417,1955,3/3,ei,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17515,kt,4500,117000,2600,1962,1/3,ei,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17516,kt,4800,132000,2750,1953,2/3,ei,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17517,kt,4700,132000,2809,1962,2/6,on,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17518,kt,5100,115000,2255,1968,2/4,on,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17519,kt,5350,189000,3533,2015,5/7,on,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17520,rt,4250,96000,2259,1988,1/1,ei,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17521,kt,4500,160000,3556,2015,8/8,on,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17522,kt,5200,130000,2500,1969,3/3,ei,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17523,kt,3700,87000,2351,1959,1/3,ei,huono,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17524,kt,5700,128000,2246,1965,3/3,ei,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17525,kt,4000,113500,2838,1967,3/6,on,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17526,kt,4100,79000,1927,1970,1/3,ei,hyvä,vuokra,40700,433446,6901623,1628354,5279,0.0032419240533692307
17527,kt,4700,96200,2047,1950,3/3,ei,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17528,kt,4900,95000,1939,1957,2/3,ei,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17529,kt,6600,199500,3023,2015,2/8,on,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17530,kt,5900,151000,2559,1953,2/3,ei,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17531,kt,6800,158000,2324,1989,2/4,on,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17532,kt,6800,122500,1801,1957,2/3,ei,tyyd.,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17533,kt,7000,251000,3586,2014,4/4,on,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17534,kt,5900,161000,2729,1966,2/4,on,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17535,kt,6700,173285,2586,1975,1/5,on,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17536,kt,9800,290000,2959,2011,1/2,ei,hyvä,oma,40700,433446,6901623,1628354,5279,0.0032419240533692307
17537,kt,3200,95000,2969,1962,7/13,on,tyyd.,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17538,kt,4100,95000,2317,1987,1/3,ei,tyyd.,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17539,kt,3700,94000,2541,1975,2/7,ei,hyvä,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17540,kt,2750,76000,2764,1963,1/4,ei,tyyd.,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17541,kt,5700,143000,2509,2000,1/4,on,tyyd.,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17542,kt,6400,158000,2469,2000,2/4,on,tyyd.,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17543,kt,5200,113500,2183,1963,3/4,ei,tyyd.,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17544,kt,5500,125000,2273,1984,1/2,ei,tyyd.,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17545,rt,5700,161000,2825,1984,1/1,ei,hyvä,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17546,kt,5000,114000,2280,1961,4/4,ei,tyyd.,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17547,kt,5200,125000,2404,1963,1/4,ei,hyvä,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17548,kt,5050,95000,1881,1961,3/4,ei,tyyd.,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17549,kt,5200,120000,2308,1963,2/4,ei,hyvä,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17550,kt,5000,133000,2660,1984,6/6,on,tyyd.,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17551,kt,6550,137000,2092,1962,2/13,on,hyvä,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17552,kt,6550,140000,2137,1962,3/12,on,hyvä,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17553,kt,7600,149000,1961,1961,3/4,ei,hyvä,oma,40720,434181,6902820,1508094,2685,0.0017803929993753704
17554,kt,4000,122000,3050,2012,2/2,on,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17555,kt,3000,66000,2200,1971,4/4,on,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17556,kt,3600,70000,1944,1987,2/3,on,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17557,kt,3100,57500,1855,1969,4/4,on,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17558,kt,3200,54000,1688,1968,1/3,ei,huono,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17559,kt,2600,35000,1346,1973,,ei,huono,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17560,kt,5600,61047,1090,1972,1/3,ei,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17561,kt,4300,75000,1744,1987,1/3,on,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17562,kt,6400,100000,1563,1968,2/3,ei,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17563,kt,6400,67000,1047,1968,1/3,ei,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17564,kt,5100,98500,1931,1969,2/5,on,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17565,kt,3800,133000,3500,2016,5/6,on,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17566,kt,5900,85000,1441,1971,2/4,ei,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17567,kt,5050,85000,1683,1969,5/5,on,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17568,kt,6500,74500,1146,1972,2/3,on,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17569,kt,5900,52000,881,1970,4/4,on,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17570,kt,5100,66500,1304,1969,2/5,on,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17571,kt,5050,83000,1644,1969,5/5,on,,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17572,kt,4050,94700,2338,2016,1/3,on,hyvä,vuokra,40740,432648,6903697,4629150,7317,0.0015806357538641004
17573,kt,5100,49000,961,1968,2/5,on,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17574,kt,5900,84000,1424,1971,1/4,ei,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17575,kt,5600,53374,953,1969,3/5,ei,,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17576,kt,4800,152000,3167,2014,4/5,on,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17577,kt,7300,69000,945,1972,2/4,on,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17578,kt,7300,71000,973,1972,3/4,on,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17579,kt,7100,52000,732,1971,3/6,on,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17580,kt,7300,71000,973,1972,3/4,on,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17581,rt,7700,232000,3013,2016,1/1,ei,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17582,kt,7000,69257,989,1971,5/7,on,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17583,kt,7900,80000,1013,1969,3/3,ei,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17584,kt,6600,83799,1270,1971,3/5,on,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17585,rt,7900,80000,1013,1973,-1/2,ei,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17586,rt,7700,111000,1442,1972,-1/2,ei,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17587,kt,8500,55000,647,1969,1/5,on,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17588,kt,9700,135000,1392,1970,2/4,on,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17589,kt,9500,90000,947,1972,1/4,on,tyyd.,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17590,ok,15000,360000,2400,2011,1/2,ei,hyvä,oma,40740,432648,6903697,4629150,7317,0.0015806357538641004
17591,kt,2900,37662,1299,1972,1/3,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17592,kt,3100,41000,1323,1939,2/2,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17593,kt,4400,28000,636,1938,2/3,ei,huono,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17594,kt,3000,44000,1467,1971,2/3,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17595,kt,3200,40000,1250,1980,5/6,on,,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17596,kt,2800,46000,1643,1939,1/2,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17597,kt,4800,132000,2750,2011,5/5,on,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17598,kt,4900,45000,918,1990,1/3,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17599,rt,6100,87500,1434,1977,1/1,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17600,kt,5600,80000,1429,1991,2/2,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17601,rt,4750,60000,1263,1981,1/1,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17602,kt,5700,37000,649,1975,2/3,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17603,kt,5700,39000,684,1975,2/3,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17604,ok,4200,50000,1190,1961,-1/1,ei,huono,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17605,rt,7800,100000,1282,1991,1/1,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17606,rt,7500,200000,2667,2016,,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17607,rt,8900,279000,3135,2016,1/2,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17608,kt,7700,64000,831,1967,2/3,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17609,rt,8100,96000,1185,1980,1/1,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17610,rt,7500,147000,1960,1989,1/1,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17611,rt,7300,155000,2123,2013,1/1,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17612,rt,8000,180000,2250,2007,1/1,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17613,rt,7550,145000,1921,2005,1/1,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17614,rt,8000,175000,2188,2009,1/1,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17615,kt,6050,142500,2355,2006,1/6,on,,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17616,rt,8300,128000,1542,1990,1/1,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17617,ok,8500,75000,882,1979,1/1,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17618,ok,10400,177000,1702,1955,-1/3,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17619,ok,11900,169000,1420,1974,2/2,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17620,rt,10900,163000,1495,1980,1/1,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17621,ok,10150,220500,2172,1995,-1/1,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17622,ok,9100,130000,1429,1957,,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17623,rt,9000,229000,2544,2013,1/1,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17624,ok,12200,238000,1951,1999,1/1,ei,,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17625,rt,10800,250000,2315,2016,,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17626,ok,13700,175000,1277,1977,,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17627,ok,12050,127000,1054,1998,-1/1,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17628,ok,11000,240000,2182,1999,,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17629,ok,14000,295000,2107,2005,1/2,ei,hyvä,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17630,ok,15200,183000,1204,1983,,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17631,ok,14200,263000,1852,2007,,ei,tyyd.,oma,40800,442600,6901832,62636935,8189,0.00013073755923721363
17632,rt,6150,92000,1496,1989,1/1,ei,hyvä,oma,40900,435523,6887535,29806180,3367,0.00011296315059494374
17633,kt,5000,36000,720,1952,1/4,ei,tyyd.,oma,40900,435523,6887535,29806180,3367,0.00011296315059494374
17634,kt,6400,38000,594,1974,2/3,ei,tyyd.,oma,40900,435523,6887535,29806180,3367,0.00011296315059494374
17635,rt,9200,157000,1707,1969,1/1,ei,tyyd.,oma,40900,435523,6887535,29806180,3367,0.00011296315059494374
17636,kt,6600,55000,833,1952,4/4,ei,tyyd.,oma,40900,435523,6887535,29806180,3367,0.00011296315059494374
17637,ok,9300,20000,215,1987,,ei,,oma,40900,435523,6887535,29806180,3367,0.00011296315059494374
17638,ok,5200,55000,1058,1956,-1/3,ei,huono,oma,40900,435523,6887535,29806180,3367,0.00011296315059494374
17639,rt,9700,185000,1907,2008,-1/2,ei,hyvä,vuokra,40900,435523,6887535,29806180,3367,0.00011296315059494374
17640,ok,11300,75000,664,1949,,ei,tyyd.,oma,40900,435523,6887535,29806180,3367,0.00011296315059494374
17641,ok,11500,135000,1174,1981,1/1,ei,tyyd.,oma,40900,435523,6887535,29806180,3367,0.00011296315059494374
17642,ok,19500,145000,744,1991,,ei,tyyd.,oma,40900,435523,6887535,29806180,3367,0.00011296315059494374
17643,ok,9400,73000,777,1950,,ei,tyyd.,oma,40900,435523,6887535,29806180,3367,0.00011296315059494374
17644,kt,3250,28500,877,1978,2/3,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17645,rt,3950,50600,1281,1987,1/1,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17646,kt,3350,37000,1104,1978,1/3,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17647,kt,4800,129000,2688,2016,1/6,on,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17648,rt,6550,94000,1435,1982,1/1,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17649,rt,6100,85000,1393,1975,1/1,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17650,rt,5950,110000,1849,1993,1/1,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17651,kt,5800,60000,1034,1974,3/3,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17652,kt,5900,35000,593,1972,2/3,ei,huono,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17653,rt,6000,130000,2167,2000,1/1,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17654,rt,8200,128000,1561,1982,1/1,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17655,rt,7300,128000,1753,1990,1/2,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17656,kt,6900,88000,1275,1984,1/2,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17657,ok,8100,239000,2951,2009,-1/1,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17658,rt,10500,200000,1905,2008,1/1,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17659,rt,10400,222000,2135,2016,,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17660,rt,9050,225000,2486,2017,-1/1,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17661,rt,8850,182000,2056,2007,1/1,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17662,ok,12100,237500,1963,2005,,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17663,ok,11500,270000,2348,2017,,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17664,ok,13700,324000,2365,2017,-1/1,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17665,ok,11700,220000,1880,2002,-1/1,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17666,ok,21000,655000,3119,2006,-1/2,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17667,ok,13100,186000,1420,1974,-1/1,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17668,ok,14950,320000,2140,2011,-1/1,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17669,ok,20500,270000,1317,1990,,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17670,ok,11900,72000,605,1975,-1/1,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17671,ok,12100,292500,2417,2017,,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17672,ok,12700,235000,1850,2004,,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17673,ok,12100,230000,1901,2005,,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17674,ok,11400,80000,702,1979,,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17675,ok,11100,195000,1757,1990,-1/1,ei,hyvä,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17676,ok,13100,250000,1908,1981,,ei,tyyd.,oma,40950,428137,6889504,155606487,8100,5.2054385110564186e-05
17677,rt,13450,147400,1096,1992,1/1,ei,hyvä,oma,41120,432614,6914074,49569928,1971,3.976201054800806e-05
17678,ok,15600,281000,1801,2007,,ei,hyvä,oma,41120,432614,6914074,49569928,1971,3.976201054800806e-05
17679,ok,19750,472000,2390,2017,-1/1,ei,hyvä,oma,41120,432614,6914074,49569928,1971,3.976201054800806e-05
17680,ok,12350,240000,1943,2008,-1/1,ei,hyvä,oma,41120,432614,6914074,49569928,1971,3.976201054800806e-05
17681,ok,12400,265000,2137,2008,,ei,tyyd.,oma,41120,432614,6914074,49569928,1971,3.976201054800806e-05
17682,kt,3000,27500,917,1974,3/3,ei,tyyd.,oma,41160,431916,6919113,51622584,4809,9.315690202567155e-05
17683,kt,3000,32000,1067,1985,2/2,ei,tyyd.,oma,41160,431916,6919113,51622584,4809,9.315690202567155e-05
17684,kt,3600,42000,1167,1983,1/2,ei,hyvä,oma,41160,431916,6919113,51622584,4809,9.315690202567155e-05
17685,rt,4900,65001,1327,1988,1/1,ei,tyyd.,oma,41160,431916,6919113,51622584,4809,9.315690202567155e-05
17686,rt,5300,110000,2075,2006,1/1,ei,hyvä,oma,41160,431916,6919113,51622584,4809,9.315690202567155e-05
17687,rt,4800,47000,979,1989,1/1,ei,tyyd.,oma,41160,431916,6919113,51622584,4809,9.315690202567155e-05
